Company,Date Joined,Industry,Country,City,Continent,Year Founded,Funding,Funding_Numeric ($B),Valuation (March) ($B),Select Investors (March),Valuation (November) ($B),Select Investors (November),Years to Unicorn,Most Recent Valuation
candy.com,2021-10-21,Fintech,United States,New York,North America,2021,$100M,0.1,2,"Insight Partners, Softbank Group, Connect Ventures",1.5,"Insight Partners, Softbank Group, Connect Ventures",0,1.5
Cognite,2021-05-19,Data Management And Analytics,Norway,Lysaker,Europe,2016,$225M,0.225,2,"Technology Crossover Ventures, Accel, Aker",1.5,"Technology Crossover Ventures, Accel, Aker",5,1.5
CoinList,2021-10-15,Fintech,United States,San Francisco,North America,2017,$119M,0.11900000000000001,2,"Accomplice, Polychain Capital, GoldenTree Asset Management",1.5,"Accomplice, Polychain Capital, GoldenTree Asset Management",4,1.5
Collective Health,2019-06-17,Fintech,United States,San Francisco,North America,2013,$719M,0.719,2,"New Enterprise Associates, Founders Fund, Google Ventures",1.5,"New Enterprise Associates, Founders Fund, Google Ventures",6,1.5
Culture Amp,2021-07-29,Internet Software And Services,Australia,Richmond,Oceania,2011,$257M,0.257,2,"Felicis Ventures, Index Ventures, Blackbird Ventures",1.5,"Felicis Ventures, Index Ventures, Blackbird Ventures",10,1.5
ElasticRun,2022-02-07,"Supply Chain, Logistics, And Delivery",India,Pune,Asia,2016,$435M,0.435,2,"Kalaari Capital, Norwest Venture Partners, Prosus Ventures",1.5,"Kalaari Capital, Norwest Venture Partners, Prosus Ventures",6,1.5
Gett,2016-05-24,Auto And Transportation,United Kingdom,London,Europe,2010,$828M,0.8280000000000001,2,"Volkswagen, Access Industries, Vostok New Ventures",1.5,"Volkswagen, Access Industries, Vostok New Ventures",6,1.5
ID.me,2021-03-19,Cybersecurity,United States,McLean,North America,2010,$142M,0.14200000000000002,2,"Moonshots Capital, BoxGroup, Blu Venture Investors",1.5,"Moonshots Capital, BoxGroup, Blu Venture Investors",11,1.5
impact.com,2021-07-13,Internet Software And Services,United States,Santa Barbara,North America,2008,$261M,0.261,2,"Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners",1.5,"Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners",13,1.5
Ledger,2021-06-10,Hardware,France,Paris,Europe,2014,$466M,0.466,2,"Digital Currency Group, Draper Esprit, Korelya Capital",1.5,"Digital Currency Group, Draper Esprit, Korelya Capital",7,1.5
Lusha,2021-11-10,Internet Software And Services,United States,New York,North America,2016,$245M,0.245,2,"PSG, ION Crossover Partners",1.5,"PSG, ION Crossover Partners",5,1.5
Matillion,2021-09-15,Data Management And Analytics,United Kingdom,Altrincham,Europe,2011,$310M,0.31,2,"Scale Venture Partners, Sapphire Ventures, Battery Ventures",1.5,"Scale Venture Partners, Sapphire Ventures, Battery Ventures",10,1.5
MOLOCO,2021-04-29,Artificial Intelligence,United States,Redwood City,North America,2013,$192M,0.192,2,"Smilegate Investment, DSC Investments, KTB Ventures",1.5,"Smilegate Investment, DSC Investments, KTB Ventures",8,1.5
Mu Sigma,2013-02-07,Data Management And Analytics,United States,Northbrook,North America,2004,$211M,0.211,2,"Sequoia Capital, General Atlantic",1.5,"Sequoia Capital, General Atlantic",9,1.5
Next Silicon,2021-06-14,Hardware,Israel,Tel Aviv,Asia,2018,$203M,0.203,2,"Amiti Ventures, Playground Global, Aleph",1.5,"Amiti Ventures, Playground Global, Aleph",3,1.5
NotCo,2021-07-26,Artificial Intelligence,Chile,Santiago,South America,2015,$370M,0.37,2,"Kaszek Ventures, SOSV, Tiger Global Management",1.5,"Kaszek Ventures, SOSV, Tiger Global Management",6,1.5
Olist,2021-12-15,E-commerce And Direct-to-consumer,Brazil,Curitiba,South America,2015,$320M,0.32,2,"Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund",1.5,"Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund",6,1.5
Pacaso,2021-03-24,Fintech,United States,Cincinnati,North America,2020,$217M,0.217,2,"Global Founders Capital, Shea Ventures, Greycroft",1.5,"Global Founders Capital, Shea Ventures, Greycroft",1,1.5
Paradox,2021-12-27,Internet Software And Services,United States,Scottsdale,North America,2016,$253M,0.253,2,"Brighton Park Capital, Blue Cloud Ventures, Workday Ventures",1.5,"Brighton Park Capital, Blue Cloud Ventures, Workday Ventures",5,1.5
Persona,2021-09-15,Cybersecurity,United States,San Francisco,North America,2018,$218M,0.218,2,"Coatue Management, Index Ventures, Founders Fund",1.5,"Coatue Management, Index Ventures, Founders Fund",3,1.5
SmartRecruiters,2021-07-20,Internet Software And Services,United States,San Francisco,North America,2010,$225M,0.225,2,"Mayfield Fund, Insight Partners, Rembrandt Venture Partners",1.5,"Mayfield Fund, Insight Partners, Rembrandt Venture Partners",11,1.5
Snapdocs,2021-05-25,Fintech,United States,San Francisco,North America,2012,$253M,0.253,2,"Sequoia Capital, Y Combinator, F-Prime Capital",1.5,"Sequoia Capital, Y Combinator, F-Prime Capital",9,1.5
Solugen,2021-09-10,Other,United States,Houston,North America,2016,$435M,0.435,2,"Fifty Years Fund, Refactor Capital, Temasek",2.0,"Fifty Years Fund, Refactor Capital, Temasek",5,2.0
StoreDot,2022-01-04,Other,Israel,Herzliya,Asia,2012,$190M,0.19,2,"Samsung Ventures, SingulariTeam, BP Ventures",1.5,"Samsung Ventures, SingulariTeam, BP Ventures",10,1.5
Strava,2020-11-16,Internet Software And Services,United States,San Francisco,North America,2009,$152M,0.152,2,"Jackson Square Ventures, Madrone Capital Partners, Sequoia Capital",1.5,"Jackson Square Ventures, Madrone Capital Partners, Sequoia Capital",11,1.5
Temporal,2022-02-16,Internet Software And Services,United States,Bellevue,North America,2019,$129M,0.129,2,"Amplify Partners, Addition, Madrona Venture Group",1.5,"Amplify Partners, Addition, Madrona Venture Group",3,1.5
TuJia,2015-06-17,Travel,China,Beijing,Asia,2011,$755M,0.755,2,"GGV Capital, QiMing Venture Partnersl",1.5,"GGV Capital, QiMing Venture Partnersl",4,1.5
Uplight,2021-03-03,Other,United States,Boulder,North America,2019,Unknown,0.5504649805447471,2,"Rubicon Technology Partners, Max Ventures, Inclusive Capital Partners",1.5,"Rubicon Technology Partners, Max Ventures, Inclusive Capital Partners",2,1.5
Veho,2021-12-21,"Supply Chain, Logistics, And Delivery",United States,Boulder,North America,2016,$299M,0.299,2,"General Catalyst, Origin Ventures, Fontinalis Partners",1.5,"General Catalyst, Origin Ventures, Fontinalis Partners",5,1.5
Veriff,2022-01-26,Artificial Intelligence,Estonia,Tallinn,Europe,2015,$177M,0.177,2,"Accel, Institutional Venture Partners, Tiger Global Management",1.5,"Accel, Institutional Venture Partners, Tiger Global Management",7,1.5
Whatnot,2021-09-16,E-commerce And Direct-to-consumer,United States,Marina del Rey,North America,2019,$225M,0.225,2,"Y Combinator, Andreessen Horowitz, Wonder Ventures",3.7,"Y Combinator, Andreessen Horowitz, Wonder Ventures",2,3.7
Zenoti,2020-12-15,Internet Software And Services,United States,Bellevue,North America,2010,$331M,0.331,2,"Norwest Venture Partners, Accel, Tiger Global Management",1.5,"Norwest Venture Partners, Accel, Tiger Global Management",10,1.5
Zeta,2021-05-24,Fintech,United States,San Francisco,North America,2015,$340M,0.34,2,"Sodexo Ventures, SoftBank Group",1.5,"Sodexo Ventures, SoftBank Group",6,1.5
Mobile Premier League,2021-09-15,Internet Software And Services,India,Bengaluru,Asia,2018,$376M,0.376,2,"Sequoia Capital India, RTP Global, Go-Ventures",2.45,"Sequoia Capital India, RTP Global, Go-Ventures",3,2.45
Uala,2021-08-13,Fintech,Argentina,Buenos Aires,South America,2017,$544M,0.544,2,"Soros Fund Management, Ribbit Capital, Monashees+",2.45,"Soros Fund Management, Ribbit Capital, Monashees+",4,2.45
Wenheyou,2021-04-17,Other,China,Hunan,Asia,2013,$90M,0.09,2,"Sequoia Capital China, Warburg Pincus, IDG Capital",1.55,"Sequoia Capital China, Warburg Pincus, IDG Capital",8,1.55
Star Charge,2021-05-19,Auto And Transportation,China,Changzhou,Asia,2014,$125M,0.125,2,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",2.41,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",7,2.41
ABL Space Systems,2021-03-25,Other,United States,El Segundo,North America,2017,$419M,0.419,2,"T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment",2.4,"T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment",4,2.4
Afiniti,2017-04-14,Artificial Intelligence,Bermuda,Hamilton,North America,2006,$120M,0.12,2,GAM Holding,1.6,GAM Holding,11,1.6
ASAPP,2021-05-19,Artificial Intelligence,United States,New York,North America,2014,$380M,0.38,2,"March Capital Partners, HOF Capital, Emergence Capital Partners",1.6,"March Capital Partners, HOF Capital, Emergence Capital Partners",7,1.6
BitSight Technologies,2021-09-13,Cybersecurity,United States,Boston,North America,2013,$401M,0.401,2,"Menlo Ventures, GGV Capital, Flybridge Capital Partners",2.4,"Menlo Ventures, GGV Capital, Flybridge Capital Partners",8,2.4
Cao Cao Mobility,2018-01-17,Auto And Transportation,China,Hangzhou,Asia,2015,$744M,0.744,2,"People Electrical Appliance Group China, Zhongrong International Trust",1.6,"People Electrical Appliance Group China, Zhongrong International Trust",3,1.6
Capitolis,2022-03-22,Fintech,United States,New York,North America,2017,$282M,0.28200000000000003,2,"Sequoia Capital, Index Ventures, S Capital",1.6,"Sequoia Capital, Index Ventures, S Capital",5,1.6
Carbon,2015-08-20,Hardware,United States,Redwood City,North America,2013,$682M,0.682,2,"Google Ventures, Sequoia Capital, Wakefield Group",2.4,"Google Ventures, Sequoia Capital, Wakefield Group",2,2.4
Clio,2021-04-27,Internet Software And Services,Canada,Burnaby,North America,2008,$386M,0.386,2,"OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures",1.6,"OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures",13,1.6
Exabeam,2021-06-01,Cybersecurity,United States,Foster City,North America,2013,$390M,0.39,2,"Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners",2.4,"Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners",8,2.4
ezCater,2019-04-02,"Supply Chain, Logistics, And Delivery",United States,Boston,North America,2007,$421M,0.421,2,"Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group",1.6,"Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group",12,1.6
HomeLight,2021-09-02,Fintech,United States,San Francisco,North America,2012,$219M,0.219,2,"Zeev Ventures, Menlo Ventures,Crosslink Capital",1.7,"Zeev Ventures, Menlo Ventures,Crosslink Capital",9,1.7
HoneyBook,2021-05-04,Internet Software And Services,United States,San Francisco,North America,2013,$498M,0.498,2,"Norwest Venture Partners, Hillsven Capital, Aleph",2.4,"Norwest Venture Partners, Hillsven Capital, Aleph",8,2.4
Infinidat,2015-04-29,Hardware,United States,Waltham,North America,2011,$325M,0.325,2,"TPG Growth, Goldman Sachs",1.6,"TPG Growth, Goldman Sachs",4,1.6
Mercury,2021-07-03,Fintech,United States,San Francisco,North America,2019,$152M,0.152,2,"Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures",1.6,"Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures",2,1.6
Paxos,2021-04-29,Fintech,United States,New York,North America,2012,$538M,0.538,2,"Liberty City Ventures, RRE Ventures, Mithril Capital Management",2.4,"Liberty City Ventures, RRE Ventures, Mithril Capital Management",9,2.4
SafetyCulture,2021-05-03,Internet Software And Services,Australia,Sydney,Oceania,2004,$222M,0.222,2,"Blackbird Ventures, IndexVentures, Tiger Global Management",1.6,"Blackbird Ventures, IndexVentures, Tiger Global Management",17,1.6
SmartHR,2021-06-08,Fintech,Japan,Tokyo,Asia,2013,$190M,0.19,2,"BEENEXT, World Innovation Lab, Light Street Capital",1.6,"BEENEXT, World Innovation Lab, Light Street Capital",8,1.6
Tonal,2021-03-31,E-commerce And Direct-to-consumer,United States,San Francisco,North America,2015,$450M,0.45,2,"Mayfield Fund, Shasta Ventures, L Catterton",1.6,"Mayfield Fund, Shasta Ventures, L Catterton",6,1.6
Truepill,2021-10-27,Health,United States,Hayward,North America,2016,$255M,0.255,2,"Initialized Capital, Sound Ventures, TI Platform Management",1.6,"Initialized Capital, Sound Ventures, TI Platform Management",5,1.6
Unite Us,2021-03-16,Health,United States,New York,North America,2014,$195M,0.195,2,"Insight Partners, Sequoia Capital, Index Ventures",1.6,"Insight Partners, Sequoia Capital, Index Ventures",7,1.6
Verkada,2020-01-29,Cybersecurity,United States,San Mateo,North America,2016,$139M,0.139,2,"next47, First Round Capital, Sequoia Capital",3.2,"next47, First Round Capital, Sequoia Capital",4,3.2
Wayflyer,2022-02-01,Fintech,Ireland,Dublin,Europe,2019,$236M,0.23600000000000002,2,"QED Investors, DST Global, Left Lane Capital",1.6,"QED Investors, DST Global, Left Lane Capital",3,1.6
Zhubajie,2015-06-16,Internet Software And Services,China,Chongqing,Asia,2006,$445M,0.445,2,"Cybernaut Growth Fund, IDG Capital",1.61,"Cybernaut Growth Fund, IDG Capital",9,1.61
Transcarent,2022-01-11,Health,United States,San Francisco,North America,2020,$298M,0.298,2,"Alta Partners, General Catalyst, Jove Equity Partners",1.62,"Alta Partners, General Catalyst, Jove Equity Partners",2,1.62
Glossier,2019-03-19,Consumer And Retail,United States,New York,North America,2014,$266M,0.266,2,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital",1.65,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital",5,1.65
Hibob,2021-10-12,Internet Software And Services,Israel,Tel Aviv,Asia,2015,$274M,0.274,2,"Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures",2.45,"Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures",6,2.45
Jobandtalent,2021-12-01,Internet Software And Services,Spain,Madrid,Europe,2009,$902M,0.902,2,"Kibo Ventures, SoftBank Group, Atomico",2.35,"Kibo Ventures, SoftBank Group, Atomico",12,2.35
Optimism,2022-03-17,Internet Software And Services,United States,San Francisco,North America,2019,$179M,0.179,2,"Paradigm, Huobi Ventures, Andreessen Horowitz",1.65,"Paradigm, Huobi Ventures, Andreessen Horowitz",3,1.65
solarisBank,2021-07-13,Fintech,Germany,Berlin,Europe,2016,$403M,0.403,2,"Yabeo Capital, SBI Investment, Vulcan Capital",1.65,"Yabeo Capital, SBI Investment, Vulcan Capital",5,1.65
WEMAKEPRICE,2015-09-09,E-commerce And Direct-to-consumer,South Korea,Seoul,Asia,2009,$397M,0.397,2,"IMM Investment, NXC",2.34,"IMM Investment, NXC",6,2.34
Alan,2021-04-19,Fintech,France,Paris,Europe,2016,$364M,0.364,2,"Index Ventures, Temasek, Portag3 Ventures",2.85,"Index Ventures, Temasek, Portag3 Ventures",5,2.85
Biren Technology,2020-08-18,Hardware,China,Shanghai,Asia,2019,$285M,0.28500000000000003,2,"V FUND, IDG Capital, Green Pine Capital Partners",2.32,"V FUND, IDG Capital, Green Pine Capital Partners",1,2.32
Voodoo,2020-08-17,Other,France,Paris,Europe,2013,$517M,0.517,2,"Tencent Holdings, Goldman Sachs",2.31,"Tencent Holdings, Goldman Sachs",7,2.31
Carsome,2021-07-12,E-commerce And Direct-to-consumer,Malaysia,Selangor,Asia,2015,$577M,0.577,2,"Gobi Partners, 500 Startups, Ondine Capital",1.7,"Gobi Partners, 500 Startups, Ondine Capital",6,1.7
CircleCI,2021-05-11,Internet Software And Services,United States,San Francisco,North America,2011,$315M,0.315,2,"Threshold Ventures, Baseline Ventures, Harrison Metal",1.7,"Threshold Ventures, Baseline Ventures, Harrison Metal",10,1.7
DealShare,2022-01-27,E-commerce And Direct-to-consumer,India,Bengaluru,Asia,2018,$612M,0.612,2,"Alpha Wave Global, Matrix Partners India, Tiger Global Management",1.7,"Alpha Wave Global, Matrix Partners India, Tiger Global Management",4,1.7
DispatchHealth,2021-03-03,Health,United States,Denver,North America,2013,$403M,0.403,2,"Alta Partners, Questa Capital, Echo Health Venturesl",1.7,"Alta Partners, Questa Capital, Echo Health Ventures",8,1.7
Dragos,2021-10-28,Cybersecurity,United States,Hanover,North America,2016,$358M,0.358,2,"DataTribe, Energy Impact Partners, AllegisCyber Capital",1.7,"DataTribe, Energy Impact Partners, AllegisCyber Capital",5,1.7
Gousto,2020-11-03,"Supply Chain, Logistics, And Delivery",United Kingdom,London,Europe,2012,$311M,0.311,2,"MMC Ventures, BGF Ventures, Unilever Ventures",1.7,"MMC Ventures, BGF Ventures, Unilever Ventures",8,1.7
H2O.ai,2021-11-07,Artificial Intelligence,United States,Mountain View,North America,2011,$251M,0.251,2,"Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners",1.7,"Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners",10,1.7
Harness,2021-01-14,Artificial Intelligence,United States,San Francisco,North America,2016,$195M,0.195,2,"Menlo Ventures, Alkeon Capital Management, Citi Ventures",3.7,"Menlo Ventures, Alkeon Capital Management, Citi Ventures",5,3.7
Harry's,2018-02-16,Consumer And Retail,United States,New York,North America,2013,$792M,0.792,2,"Thrive Capital, Tiger Global Management, Temasek",1.7,"Thrive Capital, Tiger Global Management, Temasek",5,1.7
PAX,2018-10-22,Consumer And Retail,United States,San Francisco,North America,2007,$542M,0.542,2,"Tao Capital Partners, Global Asset Capital, Tiger Global Management",1.7,"Tao Capital Partners, Global Asset Capital, Tiger Global Management",11,1.7
Productboard,2022-02-02,Internet Software And Services,United States,San Francisco,North America,2014,$261M,0.261,2,"Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners",1.7,"Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners",8,1.7
Reltio,2021-11-04,Data Management And Analytics,United States,Redwood City,North America,2011,$237M,0.23700000000000002,2,"Crosslink Capital, .406 Ventures, Sapphire Ventures",1.7,"Crosslink Capital, .406 Ventures, Sapphire Ventures",10,1.7
Spotter,2022-02-16,Fintech,United States,Los Angeles,North America,2019,$231M,0.231,2,"SoftBank Group, Access Industries, Crossbeam Venture Partners",1.7,"SoftBank Group, Access Industries, Crossbeam Venture Partners",3,1.7
Vestiaire Collective,2021-03-01,E-commerce And Direct-to-consumer,France,Paris,Europe,2009,$663M,0.663,2,"Eurazeo, IDInvest Partners, Balderton Capital",1.7,"Eurazeo, IDInvest Partners, Balderton Capital",12,1.7
Wave,2021-09-07,Fintech,Senegal,Dakar,Africa,2018,$200M,0.2,2,"Stripe, Founders Fund, Partech Partners",1.7,"Stripe, Founders Fund, Partech Partners",3,1.7
ZenBusiness,2021-11-09,Fintech,United States,Austin,North America,2015,$275M,0.275,2,"Greycroft, Lerer Hippeau, Geekdom Fund",1.7,"Greycroft, Lerer Hippeau, Geekdom Fund",6,1.7
